,regional_geocode,geocode
2875,42002,4203105
2876,42007,4203709
2877,42007,4218004
2878,42002,4204202
2879,42001,4215356
2880,42010,4207601
2881,42004,4200309
2882,42002,4204756
2883,42013,4201000
2884,42007,4205407
2885,42006,4205159
2886,42010,4208005
2887,42001,4202578
2888,42006,4202206
2889,42010,4204301
2890,42002,4206652
2891,42004,4201901
2892,42001,4207759
2893,42002,4207858
2894,29001,2924108
2895,42013,4202438
2896,42002,4208955
2897,42001,4210506
2898,42005,4202008
2899,42005,4207106
2900,42011,4205803
2901,42011,4202107
2902,31027,3141801
2903,31045,3142106
2904,42006,4202701
2905,42003,4211652
2906,42013,4202503
2907,42007,4211900
2908,42002,4212106
2909,42003,4215752
2910,42007,4215901
2911,31074,3143104
2912,42002,4216008
2913,42007,4216602
2914,31084,3143302
2915,31007,3143401
2916,42016,4202800
2917,42006,4201257
2918,42016,4203956
2919,42013,4204558
2920,42016,4206207
2921,42011,4206504
2922,42006,4207502
2923,42004,4209151
2924,42016,4209409
2925,42005,4210001
2926,42011,4210605
2927,42004,4210852
2928,42005,4211306
2929,42013,4211751
2930,31011,3158300
2931,31007,3117900
2932,31009,3132909
2933,31091,3116407
2934,31092,3107604
2935,31048,3156304
2936,31045,3124906
2937,31060,3128204
2938,21014,2109908
2939,23011,2312809
2940,31021,3131703
2941,31036,3144201
2942,31038,3139607
2943,23014,2310308
2944,23002,2312403
2945,23018,2308500
2946,31059,3151909
2947,31036,3163003
2948,31075,3170206
2949,31071,3133402
2950,31058,3122470
2951,31052,3146552
2952,31098,3145372
2953,31094,3156601
2954,31098,3127073
2955,31052,3124302
2956,24005,2412609
2957,31076,3162450
2958,31049,3161106
2959,31031,3133709
2960,31082,3141207
2961,31052,3135100
2962,31073,3112604
2963,24007,2412005
2964,31090,3149408
2965,31035,3150539
2966,29002,2909703
2967,31037,3131158
2968,29025,2922656
2969,31037,3129301
2970,31037,3106309
2971,31092,3145109
2972,31015,3108008
2973,31059,3139409
2974,31034,3150158
2975,24006,2409407
2976,31036,3167707
2977,29016,2924405
2978,24003,2410900
2979,29026,2925501
2980,24001,2411502
2981,29014,2932457
2982,29011,2901304
2983,31003,3165404
2984,31007,3107901
2985,29002,2903201
2986,31002,3109501
2987,31001,3111002
2988,31060,3100401
2989,31001,3117108
2990,31034,3130556
2991,31086,3116605
2992,31028,3107406
2993,31075,3142809
2994,29026,2916005
2995,31028,3166600
2996,29016,2918407
2997,31086,3114204
2998,31032,3117603
2999,31071,3150703
3000,24006,2410207
3001,29020,2929750
3002,31013,3159407
3003,31035,3168705
3004,29021,2930303
3005,31034,3171154
3006,29021,2910776
3007,31034,3170057
3008,24003,2410405
3009,29022,2901007
3010,29014,2905503
3011,24006,2410504
3012,31059,3123528
3013,31080,3112059
3014,29002,2907400
3015,31006,3159209
3016,24001,2408201
3017,31004,3114600
3018,31092,3133758
3019,31001,3108404
3020,29022,2922409
3021,31035,3119401
3022,31041,3124609
3023,24004,2404804
3024,31094,3157104
3025,31020,3156007
3026,23002,2300903
3027,31074,3124807
3028,29022,2917805
3029,31061,3163805
3030,31074,3119302
3031,31085,3106655
3032,31053,3108255
3033,31058,3108206
3034,31026,3120102
3035,31072,3171105
3036,31052,3139250
3037,29003,2912509
3038,24004,2402402
3039,31071,3161304
3040,24003,2400307
3041,24006,2414100
3042,31046,3160702
3043,31055,3138104
3044,31067,3115458
3045,24001,2414209
3046,31099,3126752
3047,31099,3139201
3048,31055,3157609
3049,31094,3146750
3050,24006,2414506
3051,31050,3162658
3052,31060,3152105
3053,31061,3148301
3054,31007,3110608
3055,31003,3117207
3056,31007,3117801
3057,35132,3543402
3058,31047,3156205
3059,31091,3115102
3060,29002,2933455
3061,31060,3154002
3062,31060,3154903
3063,24001,2415008
3064,29010,2903235
3065,31003,3139904
3066,24004,2403103
3067,31094,3140555
3068,31096,3163300
3069,29019,2923050
3070,29019,2923100
3071,31015,3157336
3072,29010,2932408
3073,31045,3143906
3074,31045,3148202
3075,31010,3110707
3076,31010,3110905
3077,31010,3113909
3078,31008,3114105
3079,29025,2921500
3080,31011,3118700
3081,31048,3129004
3082,31048,3141603
3083,31093,3112802
3084,29014,2933059
3085,31007,3152501
3086,24003,2410108
3087,29002,2902500
3088,31048,3155801
3089,31004,3134509
3090,31010,3160801
3091,29013,2912301
3092,31099,3145307
3093,31062,3170305
3094,31071,3127107
3095,31071,3134400
3096,31070,3149804
3097,31072,3156908
3098,31047,3165602
3099,24006,2413805
3100,29026,2915601
3101,29007,2911709
3102,31061,3168507
3103,29013,2904803
3104,31060,3165560
3105,52005,5214804
3106,31092,3147907
3107,29017,2919900
3108,31060,3150208
3109,31077,3137536
3110,31007,3110509
3111,24002,2413359
3112,29012,2932200
3113,24001,2413300
3114,24001,2413201
3115,31023,3161007
3116,29025,2931905
3117,24006,2412500
3118,31097,3127388
3119,24004,2412401
3120,31080,3162807
3121,24001,2412203
3122,33008,3300936
3123,29005,2929008
3124,31059,3100302
3125,31065,3134004
3126,31094,3134707
3127,31094,3135803
3128,24006,2408409
3129,17004,1708304
3130,31074,3127909
3131,31017,3126000
3132,24006,2408607
3133,31022,3140001
3134,31080,3126950
3135,31016,3144805
3136,24006,2409308
3137,31017,3130101
3138,31007,3119906
3139,17004,1710508
3140,24005,2409332
3141,29001,2910602
3142,31016,3110004
3143,31016,3106408
3144,17004,1710904
3145,24005,2411106
3146,31017,3136652
3147,31017,3150406
3148,24003,2409506
3149,31025,3141108
3150,29022,2928703
3151,31018,3165537
3152,31076,3136959
3153,24001,2409803
3154,31027,3138351
3155,24006,2410009
3156,31090,3138609
3157,31059,3112901
3158,31047,3121308
3159,31036,3135076
3160,29025,2928950
3161,24006,2410702
3162,31073,3134202
3163,31052,3141009
3164,31049,3162401
3165,24006,2411007
3166,31021,3143708
3167,24002,2411056
3168,29002,2919553
3169,29020,2929206
3170,31051,3136579
3171,31059,3144003
3172,31021,3164803
3173,31094,3125606
3174,29015,2919058
3175,24003,2414407
3176,29015,2918704
3177,17006,1712009
3178,29001,2900306
3179,24004,2414308
3180,31088,3161205
3181,24005,2414001
3182,29026,2922003
3183,24005,2401701
3184,24005,2412906
3185,17004,1721307
3186,29027,2917300
3187,31031,3133808
3188,31032,3145802
3189,41021,4121703
3190,31090,3107505
3191,24003,2412559
3192,31073,3111804
3193,29015,2915700
3194,31030,3126109
3195,29012,2915502
3196,24005,2412302
3197,31073,3115805
3198,31026,3121001
3199,31049,3111150
3200,29009,2914901
3201,24004,2411403
3202,29006,2910800
3203,31027,3169703
3204,29021,2930758
3205,29025,2930501
3206,31026,3165909
3207,31020,3156809
3208,31026,3153301
3209,31079,3118304
3210,31041,3101508
3211,31001,3125200
3212,29016,2926004
3213,29028,2921450
3214,29003,2926707
3215,31027,3112307
3216,31013,3158706
3217,29004,2921005
3218,17004,1716505
3219,31079,3115409
3220,31075,3103504
3221,29009,2913606
3222,23011,2303105
3223,23020,2313252
3224,31040,3154309
3225,29006,2913804
3226,24006,2406007
3227,33008,3304805
3228,31085,3155603
3229,23020,2304202
3230,21002,2108108
3231,29001,2915908
3232,24005,2406809
3233,21004,2100956
3234,21008,2102358
3235,24006,2406908
3236,21007,2103307
3237,33004,3306305
3238,24003,2407500
3239,21008,2111052
3240,21009,2105401
3241,31040,3159506
3242,31008,3104908
3243,21013,2105005
3244,21001,2102036
3245,17004,1703057
3246,21002,2103554
3247,21002,2105906
3248,17001,1706506
3249,21002,2102150
3250,24007,2408102
3251,21006,2112506
3252,23007,2305357
3253,29013,2916401
3254,23020,2314003
3255,17007,1704600
3256,23010,2312502
3257,31001,3104304
3258,31001,3105301
3259,31030,3105103
3260,31070,3104007
3261,17005,1700707
3262,31013,3146602
3263,31065,3117009
3264,31089,3110400
3265,31095,3102407
3266,31079,3113107
3267,24006,2405900
3268,23010,2306900
3269,29013,2913507
3270,24003,2405801
3271,21009,2109304
3272,29011,2911907
3273,24005,2405405
3274,25007,2502102
3275,35015,3548708
3276,29017,2907707
3277,24003,2405108
3278,41010,4116703
3279,41016,4114906
3280,41005,4108650
3281,31042,3148756
3282,33005,3303203
3283,24005,2405009
3284,24002,2401453
3285,17008,1705102
3286,33009,3302452
3287,31067,3146305
3288,23006,2306405
3289,23009,2308708
3290,31090,3145406
3291,33002,3300704
3292,29012,2905602
3293,21014,2108504
3294,21008,2105302
3295,24008,2404705
3296,25003,2501203
3297,24002,2404309
3298,29006,2931707
3299,17006,1713205
3300,31081,3136553
3301,21016,2111201
3302,22004,2206407
3303,33007,3303104
3304,21012,2112308
3305,25003,2501104
3306,21014,2110005
3307,41011,4103909
3308,21019,2106326
3309,21008,2103752
3310,21005,2100105
3311,41011,4112959
3312,43018,4313607
3313,21010,2106003
3314,41015,4114807
3315,29005,2911600
3316,21012,2103802
3317,17007,1703107
3318,21005,2100303
3319,24005,2402808
3320,41015,4117503
3321,23017,2307502
3322,21001,2102325
3323,41009,4115606
3324,21017,2106607
3325,41011,4118808
3326,17003,1715150
3327,21013,2101103
3328,21002,2101202
3329,21018,2111706
3330,21015,2105922
3331,21008,2111763
3332,21011,2100832
3333,21016,2109452
3334,25003,2500577
3335,42002,4204400
3336,41019,4127809
3337,31064,3103405
3338,21015,2106706
3339,21018,2107456
3340,21018,2108306
3341,41002,4107652
3342,21017,2112209
3343,41008,4119251
3344,41012,4100509
3345,17005,1703867
3346,31099,3102852
3347,17002,1702554
3348,33009,3301603
3349,17003,1707009
3350,41018,4126405
3351,29006,2908903
3352,31077,3136306
3353,24007,2403608
3354,23021,2307304
3355,17008,1712702
3356,21015,2101806
3357,17006,1712405
3358,23022,2309458
3359,24008,2403756
3360,21003,2109700
3361,31015,3105905
3362,17006,1719004
3363,21010,2105203
3364,31045,3103108
3365,21009,2100709
3366,21011,2103125
3367,21001,2112852
3368,41014,4123709
3369,41012,4126900
3370,41002,4122206
3371,41002,4127882
3372,33003,3303708
3373,17003,1718006
3374,35072,3531803
3375,17006,1701101
3376,24003,2404101
3377,33009,3300506
3378,24001,2404200
3379,17005,1720499
3380,33007,3302056
3381,33005,3302502
3382,21016,2100204
3383,13001,1300409
3384,33007,3300159
3385,41014,4112603
3386,25005,2515203
3387,21015,2110658
3388,22002,2205524
3389,41005,4103958
3390,24002,2402303
3391,35162,3542800
3392,21019,2102606
3393,21019,2114007
3394,41010,4101051
3395,41008,4119004
3396,21009,2107209
3397,41002,4106209
3398,33004,3300407
3399,21006,2102101
3400,25006,2513802
3401,21002,2100402
3402,21008,2104552
3403,41002,4105201
3404,33001,3303807
3405,41007,4105706
3406,31059,3102050
3407,31019,3119104
3408,24003,2401909
3409,21001,2111532
3410,31019,3160603
3411,24003,2401859
3412,21013,2110203
3413,17004,1711100
3414,21012,2104701
3415,21013,2101251
3416,21003,2109502
3417,21019,2104677
3418,41012,4100707
3419,24001,2406155
3420,25009,2500700
3421,35063,3541059
3422,23012,2307254
3423,17002,1718303
3424,32002,3202207
3425,32001,3203353
3426,32001,3204005
3427,17008,1718204
3428,41020,4102000
3429,24003,2406700
3430,31024,3131000
3431,41011,4106555
3432,41015,4116307
3433,41004,4110102
3434,17006,1718709
3435,13007,1301001
3436,24003,2407203
3437,21008,2105500
3438,41012,4118857
3439,29024,2910859
3440,17004,1718501
3441,33005,3301702
3442,24001,2407708
3443,21003,2107258
3444,42004,4205100
3445,17005,1718899
3446,21012,2104404
3447,21002,2107407
3448,41008,4125209
3449,41005,4120606
3450,24006,2414753
3451,41007,4114401
3452,41008,4101002
3453,17001,1722107
3454,23012,2304251
3455,29023,2929909
3456,24008,2400208
3457,31024,3146909
3458,31089,3100807
3459,41022,4104402
3460,29023,2930808
3461,17004,1718881
3462,21004,2105476
3463,24006,2400406
3464,21011,2101905
3465,21019,2102903
3466,21002,2106359
3467,41002,4125506
3468,31024,3153608
3469,21006,2110237
3470,21011,2103109
3471,17002,1720804
3472,29010,2913101
3473,21014,2111722
3474,22009,2203404
3475,21003,2112001
3476,24006,2400901
3477,21015,2105450
3478,17005,1720259
3479,17008,1709807
3480,13004,1301902
3481,21013,2109403
3482,17002,1720200
3483,41008,4104501
3484,24002,2401107
3485,21010,2104008
3486,24003,2409704
3487,21011,2108603
3488,25005,2517407
3489,21008,2100600
3490,41014,4100608
3491,22003,2203420
3492,31024,3109600
3493,17002,1720309
3494,41013,4109104
3495,33002,3304524
3496,23002,2306306
3497,21019,2109239
3498,21009,2106755
3499,17001,1702109
3500,21019,2110039
3501,21014,2112274
3502,21010,2101939
3503,21010,2105807
3504,17004,1711803
3505,41002,4100301
3506,23022,2303501
3507,41015,4120408
3508,21008,2111805
3509,21006,2103208
3510,24004,2405702
3511,31024,3126406
3512,23011,2310951
3513,17002,1712801
3514,21009,2108801
3515,41012,4114708
3516,33002,3300209
3517,41004,4121505
3518,21008,2104057
3519,33009,3303906
3520,17008,1715507
3521,17007,1717503
3522,23008,2312700
3523,41011,4116109
3524,21007,2112100
3525,23015,2305605
3526,23020,2300606
3527,17005,1716604
3528,41018,4101101
3529,41022,4111506
3530,17004,1716653
3531,41012,4128625
3532,41004,4108957
3533,41014,4115002
3534,41008,4102604
3535,24002,2404408
3536,21012,2104628
3537,41014,4107108
3538,41017,4105102
3539,29004,2930709
3540,41018,4117214
3541,17002,1710706
3542,41018,4124301
3543,43017,4312757
3544,41010,4127858
3545,41002,4106902
3546,17002,1712454
3547,41018,4106001
3548,23018,2305506
3549,23003,2300150
3550,25016,2516102
3551,23008,2308351
3552,23012,2306553
3553,41014,4127304
3554,32003,3205150
3555,17004,1703602
3556,33003,3300225
3557,32004,3202009
3558,32001,3202256
3559,32003,3202108
3560,32004,3202652
3561,32004,3202801
3562,17004,1703305
3563,31016,3134608
3564,24006,2402907
3565,32004,3200706
3566,21015,2107308
3567,23007,2301109
3568,32004,3203809
3569,41003,4117701
3570,32003,3204104
3571,32001,3204351
3572,41007,4118501
3573,23010,2310803
3574,23018,2303303
3575,33003,3303856
3576,41019,4124103
3577,25005,2514008
3578,41002,4103107
3579,23002,2310209
3580,41003,4112009
3581,41002,4104253
3582,17005,1706258
3583,41018,4128401
3584,41005,4119608
3585,21007,2108454
3586,41016,4108700
3587,41021,4128534
3588,17007,1706100
3589,21008,2102556
3590,29012,2911006
3591,24002,2403707
3592,41014,4123303
3593,41015,4125308
3594,41014,4110300
3595,41002,4114302
3596,41005,4113304
3597,17003,1705607
3598,41018,4102406
3599,32004,3204302
3600,23003,2310100
3601,41008,4108403
3602,32004,3204401
3603,24004,2401651
3604,25008,2514651
3605,32001,3202504
3606,32002,3202900
3607,32004,3202306
3608,32003,3203908
3609,17001,1707702
3610,32003,3204252
3611,41008,4119806
3612,33008,3304151
3613,17002,1707405
3614,41002,4102307
3615,21012,2104503
3616,31048,3128808
3617,41020,4117453
3618,17005,1707306
3619,41016,4113106
3620,41016,4117297
3621,41017,4120333
3622,41020,4125753
3623,33009,3305901
3624,41022,4122172
3625,41019,4122909
3626,41018,4126207
3627,17003,1715259
3628,17004,1704105
3629,32004,3200300
3630,23001,2304400
3631,41019,4107751
3632,41018,4116604
3633,41013,4126801
3634,41011,4102505
3635,23015,2309409
3636,31084,3132008
3637,41014,4125902
3638,41015,4114104
3639,17002,1701002
3640,41005,4128658
3641,41015,4107900
3642,41016,4107603
3643,23007,2306207
3644,41009,4124053
3645,17002,1702901
3646,41005,4121752
3647,22011,2206704
3648,41010,4108205
3649,41015,4105904
3650,33007,3305133
3651,17001,1703008
3652,25007,2513356
3653,33005,3304144
3654,23020,2301307
3655,41019,4119202
3656,41014,4116505
3657,41017,4116000
3658,17007,1700251
3659,23019,2302008
3660,23006,2313559
3661,23006,2313500
3662,21013,2109601
3663,41005,4104428
3664,41005,4115457
3665,41015,4113601
3666,32003,3204054
3667,32003,3200169
3668,41015,4116901
3669,41012,4103370
3670,23004,2309805
3671,41005,4109401
3672,41022,4112504
3673,23010,2307601
3674,23015,2308609
3675,41018,4124707
3676,41022,4123857
3677,32004,3200201
3678,27009,2702504
3679,41006,4106803
3680,41019,4112801
3681,24008,2400802
3682,25005,2512200
3683,23002,2310258
3684,31052,3127339
3685,23015,2305902
3686,23008,2305266
3687,41022,4113759
3688,24002,2401305
3689,41001,4119954
3690,41009,4126355
3691,41010,4112751
3692,31002,3128303
3693,41016,4122701
3694,41002,4121208
3695,31057,3128600
3696,41001,4115705
3697,41009,4121257
3698,23004,2309102
3699,41018,4123105
3700,23020,2300804
3701,41011,4107702
3702,41007,4126652
3703,25012,2512754
3704,21014,2101772
3705,41014,4113502
3706,41015,4123402
3707,41011,4121356
3708,41015,4102109
3709,41010,4104808
3710,41001,4101200
3711,32003,3204906
3712,41002,4104006
3713,41007,4128708
3714,41013,4105508
3715,41020,4118451
3716,32002,3205200
3717,25012,2514453
3718,41019,4112900
3719,41001,4109609
3720,31015,3130002
3721,41008,4102752
3722,23015,2311264
3723,41022,4113429
3724,21005,2102200
3725,17005,1700350
3726,41018,4121307
3727,41005,4113254
3728,41017,4122404
3729,23011,2313906
3730,41017,4112702
3731,41009,4108304
3732,23008,2313005
3733,17002,1700301
3734,28007,2800100
3735,41009,4125704
3736,41019,4120705
3737,21019,2104305
3738,41021,4127106
3739,41011,4103008
3740,41017,4120507
3741,41016,4115507
3742,41014,4108908
3743,41002,4119509
3744,33004,3306107
3745,43010,4314902
3746,28006,2803302
3747,24006,2400505
3748,28007,2801603
3749,21011,2109270
3750,22009,2207801
3751,21011,2106805
3752,41010,4107124
3753,41014,4118402
3754,25010,2508406
3755,41007,4124806
3756,41015,4102208
3757,41013,4112405
3758,41011,4107504
3759,23011,2308005
3760,23015,2305654
3761,23016,2304707
3762,41015,4101150
3763,23016,2303907
3764,41019,4111803
3765,41019,4112306
3766,22011,2206001
3767,41002,4120804
3768,33007,3303005
3769,28006,2806107
3770,41016,4112108
3771,41008,4116950
3772,41010,4109302
3773,27010,2705002
3774,41003,4101606
3775,28004,2803500
3776,32002,3205101
3777,41016,4103503
3778,41016,4103206
3779,32002,3205002
3780,41016,4115754
3781,28002,2800670
3782,41004,4110706
3783,41019,4126603
3784,23004,2302107
3785,41008,4123808
3786,25011,2508000
3787,29027,2933505
3788,23017,2303808
3789,23011,2309904
3790,33007,3300902
3791,21018,2102408
3792,21014,2106904
3793,41018,4100103
3794,41015,4126256
3795,27004,2706604
3796,23018,2300309
3797,33009,3305703
3798,21011,2108256
3799,41010,4103354
3800,32002,3204559
3801,41015,4123600
3802,31016,3136603
3803,23007,2304459
3804,21018,2102507
3805,23018,2307403
3806,33002,3300233
3807,41002,4119103
3808,33001,3300100
3809,25002,2509800
3810,41022,4117271
3811,41017,4103404
3812,32001,3205010
3813,41015,4115200
3814,28006,2801900
3815,41007,4105409
3816,41009,4116059
3817,23010,2300705
3818,23002,2303709
3819,41007,4117602
3820,41011,4101705
3821,42007,4201208
3822,41008,4114351
3823,25009,2509602
3824,33002,3301876
3825,23019,2307205
3826,28002,2807600
3827,23011,2304905
3828,41021,4127502
3829,22003,2206357
3830,21009,2106631
3831,23020,2301604
3832,27002,2707404
3833,41002,4119152
3834,21015,2108009
3835,23001,2304285
3836,21015,2101509
3837,33007,3301157
3838,41003,4110508
3839,21010,2108900
3840,41012,4128104
3841,31035,3135001
3842,21012,2105609
3843,41004,4122008
3844,41012,4125357
3845,41008,4103156
3846,41011,4113734
3847,41014,4111308
3848,41016,4101507
3849,41018,4123204
3850,41017,4113809
3851,41005,4104451
3852,25004,2505105
3853,32002,3201902
3854,41010,4123824
3855,21012,2102754
3856,28005,2804508
3857,41005,4117057
3858,41010,4120903
3859,23013,2303402
3860,41007,4111209
3861,33004,3304508
3862,23013,2312304
3863,41008,4121406
3864,41002,4122305
3865,23018,2303600
3866,23020,2311959
3867,33005,3302270
3868,41011,4121109
3869,41007,4115309
3870,41006,4128203
3871,23004,2301208
3872,41012,4109906
3873,22011,2205904
3874,25003,2506004
3875,41011,4120655
3876,32004,3205036
3877,41015,4118105
3878,41013,4127908
3879,23008,2310506
3880,23016,2307908
3881,28002,2803005
3882,41008,4121604
3883,41013,4126108
3884,41010,4113452
3885,41010,4128559
3886,21010,2105948
3887,41020,4108809
3888,41019,4106100
3889,25005,2504702
3890,43004,4312443
3891,41022,4125001
3892,41021,4107009
3893,41005,4119301
3894,23002,2304608
3895,41011,4127205
3896,41015,4107801
3897,41011,4104303
3898,32004,3200409
3899,41011,4100459
3900,41020,4114609
3901,41008,4107405
3902,28005,2805406
3903,32002,3201308
3904,41014,4117107
3905,23019,2308302
3906,21017,2110906
3907,23018,2311900
3908,41002,4104204
3909,21006,2106672
3910,28005,2801207
3911,28007,2803807
3912,41004,4127007
3913,41011,4112207
3914,41010,4110052
3915,41017,4119657
3916,41002,4100202
3917,33008,3301405
3918,28002,2805109
3919,33005,3302858
3920,23009,2310001
3921,22008,2207009
3922,41019,4104709
3923,28004,2806206
3924,41018,4113403
3925,41002,4111258
3926,23019,2301703
3927,28006,2804607
3928,33006,3302700
3929,41017,4126504
3930,23005,2303006
3931,28003,2801405
3932,21009,2110401
3933,33003,3306206
3934,28001,2806701
3935,23010,2306009
3936,41008,4107207
3937,41022,4106852
3938,41017,4113700
3939,23005,2302404
3940,25013,2503753
3941,41022,4108551
3942,28003,2806008
3943,33005,3304557
3944,41012,4107256
3945,41020,4107157
3946,23013,2314102
3947,41014,4118006
3948,25009,2502052
3949,41012,4106605
3950,21019,2100550
3951,41010,4103453
3952,33006,3301900
3953,23013,2304236
3954,21003,2104073
3955,22010,2205599
3956,41015,4116406
3957,41011,4128005
3958,23019,2308104
3959,23018,2311355
3960,41009,4110953
3961,32004,3204203
3962,27007,2700706
3963,33004,3304128
3964,33001,3302601
3965,41010,4124020
3966,41005,4103040
3967,23006,2313807
3968,29001,2901908
3969,32002,3202454
3970,32004,3203700
3971,21010,2105708
3972,41018,4123907
3973,41019,4121802
3974,33009,3301504
3975,41015,4111100
3976,28001,2802007
3977,33005,3305554
3978,41012,4108320
3979,41006,4120309
3980,41011,4122503
3981,41010,4105003
3982,23005,2307635
3983,41002,4105805
3984,41015,4108106
3985,41014,4100905
3986,41017,4108007
3987,28003,2801009
3988,23022,2309607
3989,21015,2107902
3990,25015,2501302
3991,41017,4102802
3992,41014,4124202
3993,41012,4128807
3994,41020,4120853
3995,22006,2205359
3996,28003,2800506
3997,23019,2300101
3998,23001,2306256
3999,23003,2307700
4000,29004,2910057
4001,12003,1200351
4002,41014,4120200
4003,33003,3300951
4004,41012,4115101
4005,25008,2502300
4006,41020,4127957
4007,22010,2204006
4008,35094,3543204
4009,42003,4203501
4010,35074,3531209
4011,35103,3530904
4012,42002,4215695
4013,35092,3528809
4014,35154,3529609
4015,35011,3539806
4016,35074,3527009
4017,29022,2907301
4018,42007,4209805
4019,35153,3524808
4020,35063,3537503
4021,35051,3524204
4022,35143,3523800
4023,35022,3523008
4024,35022,3520442
4025,35155,3534203
4026,35155,3521150
4027,35157,3536257
4028,35062,3536570
4029,35173,3520400
4030,35082,3544905
4031,22001,2210409
4032,22007,2211209
4033,41016,4103800
4034,35113,3519907
4035,35154,3530003
4036,35091,3540853
4037,15001,1506161
4038,35151,3503703
4039,35093,3501400
4040,35121,3520301
4041,35051,3533908
4042,35115,3530201
4043,35155,3530300
4044,35011,3530607
4045,35111,3531605
4046,35113,3532157
4047,29022,2928505
4048,35011,3518305
4049,35171,3535606
4050,35072,3536505
4051,35154,3540408
4052,35112,3541208
4053,35093,3542008
4054,35162,3543006
4055,35015,3544103
4056,35011,3545001
4057,35112,3545506
4058,35132,3547601
4059,35112,3548302
4060,35162,3522653
4061,35052,3553203
4062,35021,3556305
4063,35063,3526407
4064,29026,2900801
4065,41015,4111605
4066,35113,3525607
4067,41012,4117206
4068,42005,4202453
4069,35163,3537909
4070,35062,3526803
4071,35112,3541406
4072,41019,4111704
4073,22010,2208601
4074,35172,3541901
4075,29012,2903300
4076,43001,4306700
4077,43014,4309001
4078,41011,4114005
4079,29009,2902252
4080,41017,4111902
4081,35062,3541109
4082,42006,4201703
4083,29019,2901601
4084,35093,3540002
4085,15011,1505205
4086,35173,3510500
4087,35162,3523206
4088,29021,2906105
4089,35103,3547007
4090,35093,3529005
4091,29025,2903607
4092,35033,3553708
4093,29025,2900405
4094,42002,4211454
4095,35163,3553500
4096,35132,3547502
4097,35014,3547304
4098,29024,2901809
4099,35163,3545308
4100,42005,4208302
4101,35172,3549607
4102,42002,4213153
4103,35041,3537602
4104,29007,2905008
4105,35172,3552007
4106,35155,3533007
4107,15012,1505908
4108,42011,4209102
4109,35011,3515707
4110,35162,3508009
4111,29028,2903953
4112,35142,3553302
4113,22002,2207405
4114,35132,3518859
4115,22003,2210052
4116,35021,3544400
4117,29019,2907905
4118,35155,3536604
4119,35104,3523602
4120,41018,4117008
4121,29019,2902658
4122,22011,2210904
4123,35013,3513009
4124,15003,1501758
4125,43014,4322301
4126,35011,3546801
4127,29014,2905107
4128,35161,3554003
4129,35171,3546009
4130,22009,2211704
4131,35081,3537008
4132,35095,3555000
4133,35162,3553856
4134,35093,3556602
4135,35171,3524402
4136,35114,3509106
4137,29028,2902906
4138,35121,3509254
4139,35072,3509502
4140,42008,4204004
4141,35171,3549904
4142,29015,2903102
4143,35121,3551801
4144,35161,3518503
4145,29006,2901502
4146,42003,4219507
4147,35121,3524600
4148,42004,4204194
4149,35065,3527108
4150,35012,3528502
4151,42006,4202909
4152,35071,3507605
4153,29012,2904704
4154,22004,2209807
4155,35083,3529708
4156,42003,4209177
4157,35103,3538709
4158,22002,2207603
4159,29004,2905701
4160,35113,3542206
4161,15012,1501725
4162,35041,3551009
4163,42008,4211058
4164,29005,2904852
4165,35023,3537305
4166,35011,3518800
4167,35094,3520905
4168,35023,3504404
4169,35074,3501905
4170,35061,3503109
4171,35092,3504008
4172,35171,3520202
4173,35081,3516200
4174,35172,3513603
4175,35172,3513405
4176,35132,3513108
4177,35157,3512902
4178,42016,4201505
4179,35101,3512209
4180,35051,3512100
4181,35023,3511904
4182,35163,3540606
4183,35092,3510005
4184,29025,2925808
4185,35064,3506805
4186,35172,3502507
4187,31075,3130705
4188,31019,3131109
4189,42014,4201950
4190,31008,3135902
4191,31094,3136009
4192,31097,3136702
4193,31008,3137809
4194,31015,3139102
4195,31059,3140530
4196,31097,3140803
4197,31030,3141306
4198,31032,3145208
4199,31030,3146503
4200,31058,3147006
4201,31079,3150802
4202,31023,3155702
4203,31015,3156106
4204,31016,3156700
4205,29003,2917201
4206,29027,2922607
4207,31098,3157005
4208,31098,3157377
4209,31021,3158003
4210,31094,3158102
4211,29025,2931509
4212,31097,3158607
4213,31025,3159001
4214,31038,3161056
4215,31045,3161403
4216,31038,3162575
4217,31085,3162708
4218,31003,3163201
4219,29027,2931202
4220,31060,3163409
4221,31080,3163508
4222,35064,3525300
4223,31060,3164001
4224,31080,3164100
4225,31049,3164209
4226,31081,3164506
4227,31010,3165206
4228,31015,3165305
4229,31020,3166105
4230,29009,2928059
4231,31060,3166303
4232,31008,3166402
4233,31066,3166709
4234,31057,3166808
4235,31070,3168101
4236,35062,3500709
4237,31049,3130051
4238,31047,3128501
4239,31048,3128402
4240,31083,3128253
4241,31003,3127404
4242,31021,3125903
4243,31036,3125804
4244,31007,3125101
4245,31007,3124401
4246,31048,3123304
4247,31015,3123007
4248,31008,3120508
4249,31051,3120300
4250,31040,3118403
4251,31072,3118205
4252,31097,3116209
4253,31097,3115904
4254,31044,3115300
4255,31075,3115003
4256,31082,3114303
4257,31007,3113602
4258,31013,3113206
4259,31042,3112109
4260,31061,3111705
4261,31073,3111101
4262,31007,3109709
4263,31040,3102209
4264,31036,3101805
4265,31013,3101631
4266,43011,4323754
4267,43003,4322400
4268,43021,4322327
4269,43006,4321709
4270,43016,4321634
4271,43009,4320552
4272,43015,4320206
